index,mage_cat,mar_p,dmar,meduc,feduc,cig_cat,dbwt
0,20-25,N,2.0,1,1,none,3212.625
1,20-25,N,2.0,1,2,<5,3345.0
2,20-25,N,2.0,1,2,none,3440.9285714285716
3,20-25,N,2.0,1,3,21-40,3164.0
4,20-25,N,2.0,1,3,41+,2997.5
5,20-25,N,2.0,1,3,none,3256.5555555555557
6,20-25,N,2.0,1,4,none,2749.6666666666665
7,20-25,N,2.0,1,5,none,2115.0
8,20-25,N,2.0,1,6,none,3412.0
9,20-25,N,2.0,1,9,11-20,2958.908496732026
10,20-25,N,2.0,1,9,21-40,2868.8518518518517
11,20-25,N,2.0,1,9,41+,3064.733333333333
12,20-25,N,2.0,1,9,5-10,3067.462365591398
13,20-25,N,2.0,1,9,<5,3133.776119402985
14,20-25,N,2.0,1,9,none,3140.424499564839
15,20-25,N,2.0,2,1,11-20,2880.0
16,20-25,N,2.0,2,1,<5,3226.0
17,20-25,N,2.0,2,1,none,3191.6176470588234
18,20-25,N,2.0,2,2,11-20,3453.1
19,20-25,N,2.0,2,2,41+,3398.5
20,20-25,N,2.0,2,2,5-10,3289.875
21,20-25,N,2.0,2,2,<5,3242.3333333333335
22,20-25,N,2.0,2,2,none,3231.6794871794873
23,20-25,N,2.0,2,3,11-20,3210.2
24,20-25,N,2.0,2,3,21-40,3160.5
25,20-25,N,2.0,2,3,41+,3117.5
26,20-25,N,2.0,2,3,5-10,3229.95
27,20-25,N,2.0,2,3,<5,3065.5
28,20-25,N,2.0,2,3,none,3179.057142857143
29,20-25,N,2.0,2,4,11-20,4030.0
30,20-25,N,2.0,2,4,5-10,3624.0
31,20-25,N,2.0,2,4,<5,2850.0
32,20-25,N,2.0,2,4,none,3077.64
33,20-25,N,2.0,2,5,none,3140.0
34,20-25,N,2.0,2,6,none,3327.25
35,20-25,N,2.0,2,7,none,2860.0
36,20-25,N,2.0,2,8,none,3051.5
37,20-25,N,2.0,2,9,11-20,3051.6078260869567
38,20-25,N,2.0,2,9,21-40,3080.096842105263
39,20-25,N,2.0,2,9,41+,2986.956158663883
40,20-25,N,2.0,2,9,5-10,3058.7235294117645
41,20-25,N,2.0,2,9,<5,3038.8192048012
42,20-25,N,2.0,2,9,none,3098.950421940928
43,20-25,N,2.0,3,1,21-40,3205.0
44,20-25,N,2.0,3,1,<5,3141.0
45,20-25,N,2.0,3,1,none,2986.44
46,20-25,N,2.0,3,2,11-20,3166.1666666666665
47,20-25,N,2.0,3,2,21-40,2921.0
48,20-25,N,2.0,3,2,41+,3370.0
49,20-25,N,2.0,3,2,5-10,3260.4285714285716
50,20-25,N,2.0,3,2,<5,2702.1428571428573
51,20-25,N,2.0,3,2,none,3167.9263803680983
52,20-25,N,2.0,3,3,11-20,3246.6666666666665
53,20-25,N,2.0,3,3,21-40,2929.5
54,20-25,N,2.0,3,3,41+,2289.875
55,20-25,N,2.0,3,3,5-10,3186.0
56,20-25,N,2.0,3,3,<5,3069.5
57,20-25,N,2.0,3,3,none,3157.7619834710745
58,20-25,N,2.0,3,4,11-20,3393.3333333333335
59,20-25,N,2.0,3,4,5-10,3397.25
60,20-25,N,2.0,3,4,none,3191.7294117647057
61,20-25,N,2.0,3,5,11-20,3014.0
62,20-25,N,2.0,3,5,none,3266.6875
63,20-25,N,2.0,3,6,11-20,3271.0
64,20-25,N,2.0,3,6,5-10,3113.5
65,20-25,N,2.0,3,6,none,3269.8333333333335
66,20-25,N,2.0,3,7,none,3335.75
67,20-25,N,2.0,3,9,11-20,3086.151391929934
68,20-25,N,2.0,3,9,21-40,3044.049766718507
69,20-25,N,2.0,3,9,41+,3016.2083333333335
70,20-25,N,2.0,3,9,5-10,3079.9349718381977
71,20-25,N,2.0,3,9,<5,3099.4750670241287
72,20-25,N,2.0,3,9,none,3101.437258646889
73,20-25,N,2.0,4,1,none,3194.75
74,20-25,N,2.0,4,2,11-20,3391.75
75,20-25,N,2.0,4,2,21-40,3473.5
76,20-25,N,2.0,4,2,41+,3425.0
77,20-25,N,2.0,4,2,5-10,3175.0
78,20-25,N,2.0,4,2,none,3113.4754098360654
79,20-25,N,2.0,4,3,11-20,2532.5
80,20-25,N,2.0,4,3,21-40,2900.0
81,20-25,N,2.0,4,3,41+,3215.0
82,20-25,N,2.0,4,3,5-10,3110.076923076923
83,20-25,N,2.0,4,3,<5,3517.8571428571427
84,20-25,N,2.0,4,3,none,3196.1106557377047
85,20-25,N,2.0,4,4,11-20,3856.0
86,20-25,N,2.0,4,4,41+,3038.0
87,20-25,N,2.0,4,4,5-10,3357.5
88,20-25,N,2.0,4,4,none,3207.8416666666667
89,20-25,N,2.0,4,5,11-20,3135.0
90,20-25,N,2.0,4,5,<5,3535.0
91,20-25,N,2.0,4,5,none,3354.9117647058824
92,20-25,N,2.0,4,6,5-10,3430.0
93,20-25,N,2.0,4,6,none,3080.0
94,20-25,N,2.0,4,7,none,3640.0
95,20-25,N,2.0,4,8,11-20,3515.0
96,20-25,N,2.0,4,8,none,2500.0
97,20-25,N,2.0,4,9,11-20,3068.3201024327786
98,20-25,N,2.0,4,9,21-40,2955.5128205128203
99,20-25,N,2.0,4,9,41+,3020.8275862068967
100,20-25,N,2.0,4,9,5-10,3096.1458117890384
101,20-25,N,2.0,4,9,<5,3139.453097345133
102,20-25,N,2.0,4,9,none,3132.9300597641736
103,20-25,N,2.0,5,2,5-10,3250.0
104,20-25,N,2.0,5,2,none,3568.5714285714284
105,20-25,N,2.0,5,3,5-10,3317.0
106,20-25,N,2.0,5,3,<5,3091.0
107,20-25,N,2.0,5,3,none,3119.8627450980393
108,20-25,N,2.0,5,4,none,3236.823529411765
109,20-25,N,2.0,5,5,5-10,3740.0
110,20-25,N,2.0,5,5,none,3436.0714285714284
111,20-25,N,2.0,5,6,none,3304.8333333333335
112,20-25,N,2.0,5,9,11-20,3110.6543209876545
113,20-25,N,2.0,5,9,21-40,3158.5
114,20-25,N,2.0,5,9,41+,3305.923076923077
115,20-25,N,2.0,5,9,5-10,3193.0978260869565
116,20-25,N,2.0,5,9,<5,3020.1428571428573
117,20-25,N,2.0,5,9,none,3140.6932220536164
118,20-25,N,2.0,6,1,none,3543.0
119,20-25,N,2.0,6,2,none,3528.25
120,20-25,N,2.0,6,3,5-10,3961.0
121,20-25,N,2.0,6,3,<5,2410.0
122,20-25,N,2.0,6,3,none,3330.8333333333335
123,20-25,N,2.0,6,4,5-10,2945.0
124,20-25,N,2.0,6,4,<5,3375.0
125,20-25,N,2.0,6,4,none,3204.5
126,20-25,N,2.0,6,5,none,3018.2
127,20-25,N,2.0,6,6,none,3181.4583333333335
128,20-25,N,2.0,6,7,none,3110.0
129,20-25,N,2.0,6,9,11-20,3034.5
130,20-25,N,2.0,6,9,21-40,2819.5
131,20-25,N,2.0,6,9,41+,3447.5
132,20-25,N,2.0,6,9,5-10,3361.740740740741
133,20-25,N,2.0,6,9,<5,3173.269230769231
134,20-25,N,2.0,6,9,none,3167.0638143582305
135,20-25,N,2.0,7,3,none,3636.0
136,20-25,N,2.0,7,6,none,4064.0
137,20-25,N,2.0,7,9,21-40,4139.0
138,20-25,N,2.0,7,9,41+,2810.0
139,20-25,N,2.0,7,9,5-10,3082.5
140,20-25,N,2.0,7,9,none,3291.308988764045
141,20-25,N,2.0,8,9,none,3174.875
142,20-25,N,2.0,9,1,none,2353.0
143,20-25,N,2.0,9,2,none,3071.0
144,20-25,N,2.0,9,3,none,3221.6666666666665
145,20-25,N,2.0,9,4,41+,4063.0
146,20-25,N,2.0,9,4,none,3525.0
147,20-25,N,2.0,9,7,none,945.0
148,20-25,N,2.0,9,9,11-20,2626.311111111111
149,20-25,N,2.0,9,9,21-40,2452.375
150,20-25,N,2.0,9,9,41+,3005.1287553648067
151,20-25,N,2.0,9,9,5-10,2862.8039215686276
152,20-25,N,2.0,9,9,<5,2846.3333333333335
153,20-25,N,2.0,9,9,none,3052.9751166407464
154,20-25,X,1.0,1,1,11-20,3090.5925925925926
155,20-25,X,1.0,1,1,21-40,2882.75
156,20-25,X,1.0,1,1,41+,3174.809523809524
157,20-25,X,1.0,1,1,5-10,3061.0851063829787
158,20-25,X,1.0,1,1,<5,3059.76
159,20-25,X,1.0,1,1,none,3336.8621890547265
160,20-25,X,1.0,1,2,11-20,2957.375
161,20-25,X,1.0,1,2,21-40,2036.6666666666667
162,20-25,X,1.0,1,2,41+,3211.3333333333335
163,20-25,X,1.0,1,2,5-10,3108.2631578947367
164,20-25,X,1.0,1,2,<5,3058.3333333333335
165,20-25,X,1.0,1,2,none,3241.251540041068
166,20-25,X,1.0,1,3,11-20,3241.4666666666667
167,20-25,X,1.0,1,3,21-40,3123.0
168,20-25,X,1.0,1,3,41+,3074.0
169,20-25,X,1.0,1,3,5-10,3087.6129032258063
170,20-25,X,1.0,1,3,<5,3223.4545454545455
171,20-25,X,1.0,1,3,none,3231.5653436592447
172,20-25,X,1.0,1,4,11-20,3112.75
173,20-25,X,1.0,1,4,21-40,3248.6666666666665
174,20-25,X,1.0,1,4,41+,3844.0
175,20-25,X,1.0,1,4,5-10,2729.6
176,20-25,X,1.0,1,4,none,3270.096153846154
177,20-25,X,1.0,1,5,11-20,3175.0
178,20-25,X,1.0,1,5,none,3337.9764705882353
179,20-25,X,1.0,1,6,11-20,3370.0
180,20-25,X,1.0,1,6,41+,2806.0
181,20-25,X,1.0,1,6,5-10,4111.0
182,20-25,X,1.0,1,6,<5,3362.5
183,20-25,X,1.0,1,6,none,3205.507042253521
184,20-25,X,1.0,1,7,none,3332.3703703703704
185,20-25,X,1.0,1,8,41+,4281.0
186,20-25,X,1.0,1,8,none,3343.25
187,20-25,X,1.0,1,9,11-20,2995.818181818182
188,20-25,X,1.0,1,9,21-40,2816.0
189,20-25,X,1.0,1,9,41+,3279.5
190,20-25,X,1.0,1,9,5-10,3010.823529411765
191,20-25,X,1.0,1,9,<5,2560.0
192,20-25,X,1.0,1,9,none,3166.5336787564765
193,20-25,X,1.0,2,1,11-20,3160.5384615384614
194,20-25,X,1.0,2,1,21-40,2573.25
195,20-25,X,1.0,2,1,41+,3050.875
196,20-25,X,1.0,2,1,5-10,3197.88
197,20-25,X,1.0,2,1,<5,3099.8
198,20-25,X,1.0,2,1,none,3239.06916612799
199,20-25,X,1.0,2,2,11-20,3168.5719696969695
200,20-25,X,1.0,2,2,21-40,3116.5423728813557
201,20-25,X,1.0,2,2,41+,3116.8333333333335
202,20-25,X,1.0,2,2,5-10,3055.264623955432
203,20-25,X,1.0,2,2,<5,3073.8829787234044
204,20-25,X,1.0,2,2,none,3247.1411688311687
205,20-25,X,1.0,2,3,11-20,3098.722077922078
206,20-25,X,1.0,2,3,21-40,3063.6526315789474
207,20-25,X,1.0,2,3,41+,3116.907894736842
208,20-25,X,1.0,2,3,5-10,3152.9322033898306
209,20-25,X,1.0,2,3,<5,3151.2420382165606
210,20-25,X,1.0,2,3,none,3228.0361300075588
211,20-25,X,1.0,2,4,11-20,3179.1046511627906
212,20-25,X,1.0,2,4,21-40,2966.9523809523807
213,20-25,X,1.0,2,4,41+,3160.375
214,20-25,X,1.0,2,4,5-10,3216.621359223301
215,20-25,X,1.0,2,4,<5,3252.714285714286
216,20-25,X,1.0,2,4,none,3259.5945652173914
217,20-25,X,1.0,2,5,11-20,3092.5625
218,20-25,X,1.0,2,5,21-40,2580.0
219,20-25,X,1.0,2,5,41+,3256.25
220,20-25,X,1.0,2,5,5-10,3298.590909090909
221,20-25,X,1.0,2,5,<5,3102.0
222,20-25,X,1.0,2,5,none,3252.342528735632
223,20-25,X,1.0,2,6,11-20,2713.4
224,20-25,X,1.0,2,6,21-40,3550.0
225,20-25,X,1.0,2,6,41+,2547.5
226,20-25,X,1.0,2,6,5-10,2195.0
227,20-25,X,1.0,2,6,<5,2683.0
228,20-25,X,1.0,2,6,none,3269.425427872861
229,20-25,X,1.0,2,7,11-20,3291.0
230,20-25,X,1.0,2,7,none,3215.204081632653
231,20-25,X,1.0,2,8,none,3586.8947368421054
232,20-25,X,1.0,2,9,11-20,2961.109243697479
233,20-25,X,1.0,2,9,21-40,2971.76
234,20-25,X,1.0,2,9,41+,3142.866666666667
235,20-25,X,1.0,2,9,5-10,3132.266055045872
236,20-25,X,1.0,2,9,<5,3158.6216216216217
237,20-25,X,1.0,2,9,none,3203.731843575419
238,20-25,X,1.0,3,1,11-20,3209.703703703704
239,20-25,X,1.0,3,1,21-40,3262.4
240,20-25,X,1.0,3,1,41+,3102.4545454545455
241,20-25,X,1.0,3,1,5-10,3140.731707317073
242,20-25,X,1.0,3,1,<5,3214.6428571428573
243,20-25,X,1.0,3,1,none,3277.4054891544934
244,20-25,X,1.0,3,2,11-20,3091.4494773519164
245,20-25,X,1.0,3,2,21-40,3054.8545454545456
246,20-25,X,1.0,3,2,41+,3181.735849056604
247,20-25,X,1.0,3,2,5-10,3155.339943342776
248,20-25,X,1.0,3,2,<5,3169.5123966942147
249,20-25,X,1.0,3,2,none,3254.801606706252
250,20-25,X,1.0,3,3,11-20,3167.5777777777776
251,20-25,X,1.0,3,3,21-40,3145.158163265306
252,20-25,X,1.0,3,3,41+,3319.969957081545
253,20-25,X,1.0,3,3,5-10,3177.2143290831814
254,20-25,X,1.0,3,3,<5,3230.390243902439
255,20-25,X,1.0,3,3,none,3268.5541055872372
256,20-25,X,1.0,3,4,11-20,3097.685039370079
257,20-25,X,1.0,3,4,21-40,3213.5588235294117
258,20-25,X,1.0,3,4,41+,3230.1666666666665
259,20-25,X,1.0,3,4,5-10,3280.304761904762
260,20-25,X,1.0,3,4,<5,3239.9794520547944
261,20-25,X,1.0,3,4,none,3285.860065288357
262,20-25,X,1.0,3,5,11-20,3124.5
263,20-25,X,1.0,3,5,21-40,3061.8
264,20-25,X,1.0,3,5,41+,3241.6923076923076
265,20-25,X,1.0,3,5,5-10,3293.2716049382716
266,20-25,X,1.0,3,5,<5,3183.714285714286
267,20-25,X,1.0,3,5,none,3299.1122740247383
268,20-25,X,1.0,3,6,11-20,3124.133333333333
269,20-25,X,1.0,3,6,21-40,3543.0
270,20-25,X,1.0,3,6,41+,3547.5
271,20-25,X,1.0,3,6,5-10,3312.5675675675675
272,20-25,X,1.0,3,6,<5,3211.9
273,20-25,X,1.0,3,6,none,3290.8195564516127
274,20-25,X,1.0,3,7,41+,2870.0
275,20-25,X,1.0,3,7,5-10,2948.0
276,20-25,X,1.0,3,7,<5,2779.5
277,20-25,X,1.0,3,7,none,3317.017452006981
278,20-25,X,1.0,3,8,11-20,2965.0
279,20-25,X,1.0,3,8,41+,3170.0
280,20-25,X,1.0,3,8,<5,3600.0
281,20-25,X,1.0,3,8,none,3256.424
282,20-25,X,1.0,3,9,11-20,3135.0418848167537
283,20-25,X,1.0,3,9,21-40,3025.96875
284,20-25,X,1.0,3,9,41+,3124.1785714285716
285,20-25,X,1.0,3,9,5-10,3092.162162162162
286,20-25,X,1.0,3,9,<5,3024.2608695652175
287,20-25,X,1.0,3,9,none,3188.114425827544
288,20-25,X,1.0,4,1,11-20,2908.0
289,20-25,X,1.0,4,1,41+,3387.5
290,20-25,X,1.0,4,1,5-10,3127.230769230769
291,20-25,X,1.0,4,1,<5,2931.5
292,20-25,X,1.0,4,1,none,3278.1852487135507
293,20-25,X,1.0,4,2,11-20,3158.294117647059
294,20-25,X,1.0,4,2,21-40,3374.88
295,20-25,X,1.0,4,2,41+,3021.5833333333335
296,20-25,X,1.0,4,2,5-10,3105.939655172414
297,20-25,X,1.0,4,2,<5,3260.7916666666665
298,20-25,X,1.0,4,2,none,3248.8677740863786
299,20-25,X,1.0,4,3,11-20,3215.4730538922154
300,20-25,X,1.0,4,3,21-40,3063.186440677966
301,20-25,X,1.0,4,3,41+,3198.0857142857144
302,20-25,X,1.0,4,3,5-10,3250.2686274509806
303,20-25,X,1.0,4,3,<5,3178.4170403587445
304,20-25,X,1.0,4,3,none,3279.5220995719756
305,20-25,X,1.0,4,4,11-20,3227.6277777777777
306,20-25,X,1.0,4,4,21-40,3224.6666666666665
307,20-25,X,1.0,4,4,41+,3347.945945945946
308,20-25,X,1.0,4,4,5-10,3308.254716981132
309,20-25,X,1.0,4,4,<5,3255.3932584269664
310,20-25,X,1.0,4,4,none,3295.63045276775
311,20-25,X,1.0,4,5,11-20,3110.5454545454545
312,20-25,X,1.0,4,5,21-40,2290.3333333333335
313,20-25,X,1.0,4,5,41+,3389.5384615384614
314,20-25,X,1.0,4,5,5-10,3206.4242424242425
315,20-25,X,1.0,4,5,<5,3384.676470588235
316,20-25,X,1.0,4,5,none,3307.7658886894073
317,20-25,X,1.0,4,6,11-20,3314.75
318,20-25,X,1.0,4,6,21-40,3919.5
319,20-25,X,1.0,4,6,41+,2963.9375
320,20-25,X,1.0,4,6,5-10,3415.9
321,20-25,X,1.0,4,6,<5,3155.590909090909
322,20-25,X,1.0,4,6,none,3309.6187582128778
323,20-25,X,1.0,4,7,11-20,3190.0
324,20-25,X,1.0,4,7,21-40,3884.0
325,20-25,X,1.0,4,7,41+,3730.0
326,20-25,X,1.0,4,7,5-10,3564.25
327,20-25,X,1.0,4,7,<5,2950.0
328,20-25,X,1.0,4,7,none,3280.635
329,20-25,X,1.0,4,8,<5,3565.0
330,20-25,X,1.0,4,8,none,3330.6281407035176
331,20-25,X,1.0,4,9,11-20,3324.4
332,20-25,X,1.0,4,9,21-40,3078.3636363636365
333,20-25,X,1.0,4,9,41+,3177.764705882353
334,20-25,X,1.0,4,9,5-10,3165.8064516129034
335,20-25,X,1.0,4,9,<5,3141.217391304348
336,20-25,X,1.0,4,9,none,3232.559354226021
337,20-25,X,1.0,5,1,5-10,3501.0
338,20-25,X,1.0,5,1,<5,3033.0
339,20-25,X,1.0,5,1,none,3210.1477832512314
340,20-25,X,1.0,5,2,11-20,3338.4285714285716
341,20-25,X,1.0,5,2,21-40,3562.3333333333335
342,20-25,X,1.0,5,2,41+,3629.0
343,20-25,X,1.0,5,2,5-10,3133.3636363636365
344,20-25,X,1.0,5,2,<5,3275.75
345,20-25,X,1.0,5,2,none,3263.8598971722363
346,20-25,X,1.0,5,3,11-20,3262.766666666667
347,20-25,X,1.0,5,3,21-40,3227.777777777778
348,20-25,X,1.0,5,3,41+,3391.315789473684
349,20-25,X,1.0,5,3,5-10,3266.35
350,20-25,X,1.0,5,3,<5,3394.764705882353
351,20-25,X,1.0,5,3,none,3289.60693376191
352,20-25,X,1.0,5,4,11-20,3458.25
353,20-25,X,1.0,5,4,21-40,3660.0
354,20-25,X,1.0,5,4,41+,3735.6428571428573
355,20-25,X,1.0,5,4,5-10,3297.8490566037735
356,20-25,X,1.0,5,4,<5,3345.8275862068967
357,20-25,X,1.0,5,4,none,3319.060601819454
358,20-25,X,1.0,5,5,11-20,3219.8333333333335
359,20-25,X,1.0,5,5,41+,3079.9333333333334
360,20-25,X,1.0,5,5,5-10,3230.529411764706
361,20-25,X,1.0,5,5,<5,3082.190476190476
362,20-25,X,1.0,5,5,none,3307.608100711549
363,20-25,X,1.0,5,6,11-20,2992.5
364,20-25,X,1.0,5,6,41+,3599.0
365,20-25,X,1.0,5,6,5-10,3342.5833333333335
366,20-25,X,1.0,5,6,<5,3352.0
367,20-25,X,1.0,5,6,none,3325.437946884576
368,20-25,X,1.0,5,7,41+,3201.5
369,20-25,X,1.0,5,7,<5,3870.0
370,20-25,X,1.0,5,7,none,3298.0423076923075
371,20-25,X,1.0,5,8,41+,3374.0
372,20-25,X,1.0,5,8,5-10,3856.0
373,20-25,X,1.0,5,8,none,3365.8492063492063
374,20-25,X,1.0,5,9,11-20,2794.5714285714284
375,20-25,X,1.0,5,9,21-40,3955.0
376,20-25,X,1.0,5,9,41+,2660.0
377,20-25,X,1.0,5,9,5-10,3487.0
378,20-25,X,1.0,5,9,<5,2820.5
379,20-25,X,1.0,5,9,none,3255.490272373541
380,20-25,X,1.0,6,1,11-20,3487.0
381,20-25,X,1.0,6,1,none,3194.5522388059703
382,20-25,X,1.0,6,2,11-20,2487.5
383,20-25,X,1.0,6,2,41+,2735.0
384,20-25,X,1.0,6,2,5-10,2865.0
385,20-25,X,1.0,6,2,<5,2917.0
386,20-25,X,1.0,6,2,none,3245.3159922928708
387,20-25,X,1.0,6,3,11-20,3297.818181818182
388,20-25,X,1.0,6,3,21-40,4039.8
389,20-25,X,1.0,6,3,41+,3151.625
390,20-25,X,1.0,6,3,5-10,3192.4411764705883
391,20-25,X,1.0,6,3,<5,3262.1875
392,20-25,X,1.0,6,3,none,3301.730932804083
393,20-25,X,1.0,6,4,11-20,3341.2
394,20-25,X,1.0,6,4,21-40,3153.3333333333335
395,20-25,X,1.0,6,4,41+,3205.0714285714284
396,20-25,X,1.0,6,4,5-10,3362.0384615384614
397,20-25,X,1.0,6,4,<5,3131.0714285714284
398,20-25,X,1.0,6,4,none,3322.1441101230357
399,20-25,X,1.0,6,5,11-20,2406.1666666666665
400,20-25,X,1.0,6,5,41+,3485.5
401,20-25,X,1.0,6,5,5-10,3183.125
402,20-25,X,1.0,6,5,<5,3072.6
403,20-25,X,1.0,6,5,none,3324.000894854586
404,20-25,X,1.0,6,6,11-20,3222.5
405,20-25,X,1.0,6,6,41+,3356.529411764706
406,20-25,X,1.0,6,6,5-10,3198.5714285714284
407,20-25,X,1.0,6,6,<5,3346.25
408,20-25,X,1.0,6,6,none,3328.7209426253776
409,20-25,X,1.0,6,7,41+,3619.5
410,20-25,X,1.0,6,7,<5,3295.0
411,20-25,X,1.0,6,7,none,3303.196245129295
412,20-25,X,1.0,6,8,5-10,3118.0
413,20-25,X,1.0,6,8,none,3257.3503184713377
414,20-25,X,1.0,6,9,11-20,3552.0
415,20-25,X,1.0,6,9,41+,3351.0
416,20-25,X,1.0,6,9,5-10,3705.3333333333335
417,20-25,X,1.0,6,9,<5,3015.0
418,20-25,X,1.0,6,9,none,3334.100529100529
419,20-25,X,1.0,7,1,none,3230.4444444444443
420,20-25,X,1.0,7,2,11-20,3969.0
421,20-25,X,1.0,7,2,41+,3010.0
422,20-25,X,1.0,7,2,none,3275.21978021978
423,20-25,X,1.0,7,3,5-10,3500.0
424,20-25,X,1.0,7,3,none,3302.969536423841
425,20-25,X,1.0,7,4,5-10,3455.0
426,20-25,X,1.0,7,4,none,3324.6009019165726
427,20-25,X,1.0,7,5,41+,3670.0
428,20-25,X,1.0,7,5,none,3279.6777041942605
429,20-25,X,1.0,7,6,11-20,3602.5
430,20-25,X,1.0,7,6,41+,3517.0
431,20-25,X,1.0,7,6,5-10,3402.0
432,20-25,X,1.0,7,6,none,3323.2701234567903
433,20-25,X,1.0,7,7,41+,3161.0
434,20-25,X,1.0,7,7,<5,3172.0
435,20-25,X,1.0,7,7,none,3317.6518072289155
436,20-25,X,1.0,7,8,<5,2860.0
437,20-25,X,1.0,7,8,none,3198.625
438,20-25,X,1.0,7,9,41+,3030.0
439,20-25,X,1.0,7,9,none,3421.590909090909
440,20-25,X,1.0,8,1,none,3572.0
441,20-25,X,1.0,8,2,none,3121.6666666666665
442,20-25,X,1.0,8,3,none,3242.3958333333335
443,20-25,X,1.0,8,4,21-40,2084.0
444,20-25,X,1.0,8,4,none,3304.5576923076924
445,20-25,X,1.0,8,5,none,3209.96875
446,20-25,X,1.0,8,6,none,3308.516339869281
447,20-25,X,1.0,8,7,none,3327.3953488372094
448,20-25,X,1.0,8,8,none,3254.078651685393
449,20-25,X,1.0,8,9,none,3091.0
450,20-25,X,1.0,9,1,none,3205.468085106383
451,20-25,X,1.0,9,2,11-20,3033.5
452,20-25,X,1.0,9,2,41+,3179.6666666666665
453,20-25,X,1.0,9,2,5-10,2626.0
454,20-25,X,1.0,9,2,none,3222.6031746031745
455,20-25,X,1.0,9,3,11-20,3140.0
456,20-25,X,1.0,9,3,41+,3154.5555555555557
457,20-25,X,1.0,9,3,5-10,4239.5
458,20-25,X,1.0,9,3,<5,3268.25
459,20-25,X,1.0,9,3,none,3213.2842105263157
460,20-25,X,1.0,9,4,11-20,3165.0
461,20-25,X,1.0,9,4,41+,2680.0
462,20-25,X,1.0,9,4,5-10,1930.0
463,20-25,X,1.0,9,4,<5,3430.0
464,20-25,X,1.0,9,4,none,3292.0104166666665
465,20-25,X,1.0,9,5,<5,3330.0
466,20-25,X,1.0,9,5,none,3331.923076923077
467,20-25,X,1.0,9,6,41+,2940.0
468,20-25,X,1.0,9,6,5-10,3430.0
469,20-25,X,1.0,9,6,none,3283.081632653061
470,20-25,X,1.0,9,7,none,3205.25
471,20-25,X,1.0,9,8,41+,3200.0
472,20-25,X,1.0,9,8,none,3233.777777777778
473,20-25,X,1.0,9,9,11-20,3206.2
474,20-25,X,1.0,9,9,21-40,2919.75
475,20-25,X,1.0,9,9,41+,3302.1308411214955
476,20-25,X,1.0,9,9,5-10,2980.6363636363635
477,20-25,X,1.0,9,9,<5,3060.0
478,20-25,X,1.0,9,9,none,3248.9627473806754
479,20-25,Y,2.0,1,1,11-20,2933.3529411764707
480,20-25,Y,2.0,1,1,21-40,3544.0
481,20-25,Y,2.0,1,1,41+,3098.5
482,20-25,Y,2.0,1,1,5-10,3035.777777777778
483,20-25,Y,2.0,1,1,<5,3109.7
484,20-25,Y,2.0,1,1,none,3192.355504988622
485,20-25,Y,2.0,1,2,11-20,2933.3333333333335
486,20-25,Y,2.0,1,2,21-40,3088.3636363636365
487,20-25,Y,2.0,1,2,41+,3114.6923076923076
488,20-25,Y,2.0,1,2,5-10,3078.9753086419755
489,20-25,Y,2.0,1,2,<5,2935.657142857143
490,20-25,Y,2.0,1,2,none,3201.524024024024
491,20-25,Y,2.0,1,3,11-20,3083.6133333333332
492,20-25,Y,2.0,1,3,21-40,3310.4285714285716
493,20-25,Y,2.0,1,3,41+,2876.0
494,20-25,Y,2.0,1,3,5-10,3019.1145833333335
495,20-25,Y,2.0,1,3,<5,3133.84375
496,20-25,Y,2.0,1,3,none,3201.1096305269534
497,20-25,Y,2.0,1,4,11-20,3089.6
498,20-25,Y,2.0,1,4,21-40,2320.0
499,20-25,Y,2.0,1,4,41+,2875.6666666666665
500,20-25,Y,2.0,1,4,5-10,2890.095238095238
501,20-25,Y,2.0,1,4,none,3168.785440613027
502,20-25,Y,2.0,1,5,11-20,2655.0
503,20-25,Y,2.0,1,5,41+,2810.0
504,20-25,Y,2.0,1,5,5-10,2895.0
505,20-25,Y,2.0,1,5,<5,2985.0
506,20-25,Y,2.0,1,5,none,3241.5423728813557
507,20-25,Y,2.0,1,6,41+,3677.0
508,20-25,Y,2.0,1,6,5-10,2935.0
509,20-25,Y,2.0,1,6,none,3201.4347826086955
510,20-25,Y,2.0,1,7,none,3265.6
511,20-25,Y,2.0,1,8,none,3090.6666666666665
512,20-25,Y,2.0,1,9,11-20,2947.214285714286
513,20-25,Y,2.0,1,9,21-40,3160.0
514,20-25,Y,2.0,1,9,41+,3045.0
515,20-25,Y,2.0,1,9,5-10,2851.5454545454545
516,20-25,Y,2.0,1,9,<5,3448.5
517,20-25,Y,2.0,1,9,none,3191.288990825688
518,20-25,Y,2.0,2,1,11-20,3109.1971830985917
519,20-25,Y,2.0,2,1,21-40,3010.0
520,20-25,Y,2.0,2,1,41+,3120.909090909091
521,20-25,Y,2.0,2,1,5-10,3021.0689655172414
522,20-25,Y,2.0,2,1,<5,3127.96875
523,20-25,Y,2.0,2,1,none,3179.8304714330316
524,20-25,Y,2.0,2,2,11-20,3082.3633360858794
525,20-25,Y,2.0,2,2,21-40,3064.177966101695
526,20-25,Y,2.0,2,2,41+,3085.868292682927
527,20-25,Y,2.0,2,2,5-10,3112.8880097382835
528,20-25,Y,2.0,2,2,<5,3116.75
529,20-25,Y,2.0,2,2,none,3159.654333400362
530,20-25,Y,2.0,2,3,11-20,3108.6296774193547
531,20-25,Y,2.0,2,3,21-40,3091.6783216783215
